cell_id	donor_id	cytotoxicity	treg_activation	central_memory	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_002262	donor_166	0.813036	0.115550	0.189836	-0.00572	M	1.490027	0.02787	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-0.296034	-1.483628	0.05626	1.12324	-0.612849
cell_002263	donor_166	1.441077	-0.437795	-0.725817	-0.00572	M	2.462211	0.00976	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-0.019416	-0.815846	-0.745789	-0.831371	0.78593
cell_002264	donor_166	-0.547764	-0.192527	-0.090965	-0.00572	M	2.647675	0.0188	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-1.413502	-0.331854	0.409817	0.909798	0.440607
cell_002265	donor_166	-0.830698	-2.023085	-0.560929	-0.00572	M	1.911118	0.00947	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-0.072633	-0.568889	0.925316	-0.867224	-0.852203
cell_002266	donor_166	0.359826	0.136258	1.199554	-0.00572	M	1.862797	0.03522	0.005656	-0.007684	-0.008963	0.00344	-0.014186	1.352499	0.360262	0.395606	0.598549	-0.094855
cell_002267	donor_166	1.955487	0.759334	1.382521	-0.00572	M	2.413238	0.03972	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-1.437693	0.251167	-0.018234	-0.859073	-1.089052
cell_002268	donor_166	0.766774	1.709899	1.850854	-0.00572	M	1.925548	0.03989	0.005656	-0.007684	-0.008963	0.00344	-0.014186	-0.046537	-1.3578	-0.143408	-0.26404	-0.11915
cell_002269	donor_166	0.951165	0.706380	-0.205232	-0.00572	M	1.058749	0.04219	0.005656	-0.007684	-0.008963	0.00344	-0.014186	0.402656	0.621955	-0.711497	0.869792	-0.219371
cell_002270	donor_166	-0.041337	-0.337837	0.621252	-0.00572	M	1.960482	0.01747	0.005656	-0.007684	-0.008963	0.00344	-0.014186	1.753301	-0.585421	-1.61133	0.833642	0.425621
cell_002271	donor_166	-0.720348	-0.191106	-2.355170	-0.00572	M	2.188162	0.01319	0.005656	-0.007684	-0.008963	0.00344	-0.014186	1.201661	0.309644	2.340009	-0.188888	1.046302
cell_002272	donor_167	1.723090	-0.220475	0.455580	-0.520667	M	2.296034	0.0375	0.010244	0.001136	-0.012346	0.026764	0.004096	-0.525457	0.491777	0.678022	0.832563	0.776327
cell_002273	donor_167	1.457787	0.300293	1.444344	-0.520667	M	1.647748	0.02576	0.010244	0.001136	-0.012346	0.026764	0.004096	-3.236735	-0.068677	-0.575108	-0.377885	-0.28341
cell_002274	donor_167	-1.241738	2.397377	1.087110	-0.520667	M	1.89208	0.04814	0.010244	0.001136	-0.012346	0.026764	0.004096	0.977474	0.202579	-0.507523	-1.468265	1.533058
cell_002275	donor_167	0.209202	1.425079	-1.168635	-0.520667	M	2.390763	0.03763	0.010244	0.001136	-0.012346	0.026764	0.004096	-0.647318	-0.130706	2.138869	-0.620108	-0.275679
cell_002276	donor_167	-0.288615	1.444250	-1.867060	-0.520667	M	1.976001	0.05568	0.010244	0.001136	-0.012346	0.026764	0.004096	0.232179	-1.605947	-1.721799	-0.481613	-0.447003
cell_002277	donor_167	0.560458	0.532176	1.969226	-0.520667	M	1.388505	0.02069	0.010244	0.001136	-0.012346	0.026764	0.004096	0.134226	-0.977994	0.43398	-2.156717	-0.070291
cell_002278	donor_167	-1.582955	1.609631	-0.559471	-0.520667	M	2.495055	0.05135	0.010244	0.001136	-0.012346	0.026764	0.004096	0.360176	0.328444	-0.162776	-0.660339	-0.19187
cell_002279	donor_167	-0.447009	-1.222004	-1.087852	-0.520667	M	1.914356	0.07069	0.010244	0.001136	-0.012346	0.026764	0.004096	1.233959	-0.599467	0.978111	1.137245	-1.735892
cell_002280	donor_167	0.403522	-1.112332	0.740284	-0.520667	M	2.436488	0.03107	0.010244	0.001136	-0.012346	0.026764	0.004096	-0.128151	-0.977742	-1.501834	0.792031	0.473323
cell_002281	donor_167	-0.662966	-1.213034	-0.527809	-0.520667	M	1.441817	0.03999	0.010244	0.001136	-0.012346	0.026764	0.004096	0.263459	-1.085497	0.210464	-1.310463	0.077262
cell_002282	donor_167	0.336707	-0.277353	0.034210	-0.520667	M	1.951605	0.01139	0.010244	0.001136	-0.012346	0.026764	0.004096	-0.661551	1.050791	-0.363145	0.231242	0.233368
cell_002283	donor_167	0.696207	1.082421	-0.310095	-0.520667	M	2.203894	0.04788	0.010244	0.001136	-0.012346	0.026764	0.004096	-0.0758	0.105332	0.30378	-0.896394	0.402939
cell_002284	donor_168	-1.044222	0.076094	0.470650	0.331432	M	1.965142	0.05258	0.012616	0.028332	0.028004	0.011596	-0.006053	0.863864	0.397348	-0.354173	0.174402	-0.363761
cell_002285	donor_168	-1.460725	-0.890608	-0.719187	0.331432	M	1.526798	0.02011	0.012616	0.028332	0.028004	0.011596	-0.006053	-0.11874	-1.187687	1.380066	1.935488	-0.703931
cell_002286	donor_168	-0.207822	-0.761034	0.707041	0.331432	M	1.045279	0.04172	0.012616	0.028332	0.028004	0.011596	-0.006053	0.786171	1.457868	-0.957627	-2.158433	1.516799
cell_002287	donor_168	-1.605133	-1.579719	-0.333889	0.331432	M	2.609306	0.03561	0.012616	0.028332	0.028004	0.011596	-0.006053	-0.010325	-0.519491	0.047339	-0.369079	2.959458
cell_002288	donor_168	-0.175653	-1.454644	-0.606749	0.331432	M	2.099215	0.03782	0.012616	0.028332	0.028004	0.011596	-0.006053	-0.530708	0.327325	1.292246	1.287427	1.095988
cell_002289	donor_168	-0.401044	-0.393298	0.151881	0.331432	M	2.46672	0.04624	0.012616	0.028332	0.028004	0.011596	-0.006053	-0.425676	-0.152099	-2.174465	-0.074495	0.032807
cell_002290	donor_168	-0.661579	1.477836	0.488205	0.331432	M	2.371468	0.04038	0.012616	0.028332	0.028004	0.011596	-0.006053	0.741723	1.795487	0.71131	1.070645	-0.017466
cell_002291	donor_168	-0.807114	0.094511	0.124015	0.331432	M	2.238739	0.02722	0.012616	0.028332	0.028004	0.011596	-0.006053	1.284298	0.011132	1.140606	0.8045	0.392726
cell_002292	donor_168	1.214721	-0.600382	0.767339	0.331432	M	1.871465	0.04667	0.012616	0.028332	0.028004	0.011596	-0.006053	-1.540729	1.093347	0.378136	0.702575	0.313541
cell_002293	donor_168	0.041854	1.491567	1.290891	0.331432	M	2.195907	0.05224	0.012616	0.028332	0.028004	0.011596	-0.006053	0.48593	1.300654	-0.473924	0.467639	-0.777435
cell_002294	donor_168	0.196979	-0.262283	0.506606	0.331432	M	2.573015	0.01892	0.012616	0.028332	0.028004	0.011596	-0.006053	0.57668	0.251287	-0.630969	0.093664	-0.568709
cell_002295	donor_169	-0.180450	1.680307	0.078470	0.457439	M	2.033204	0.02996	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.378001	0.354807	0.268399	-1.920478	0.370489
cell_002296	donor_169	-0.405643	-0.459615	-1.213036	0.457439	M	2.76068	0.00537	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.303333	-0.414308	-1.127155	-0.045391	-0.523018
cell_002297	donor_169	0.556559	-0.820011	1.098148	0.457439	M	1.400231	0.04167	-0.028594	0.004134	0.021892	0.007086	-0.068892	1.273523	-1.749431	-0.963924	-1.031632	0.258658
cell_002298	donor_169	-1.292935	0.127241	1.150224	0.457439	M	1.357237	0.05446	-0.028594	0.004134	0.021892	0.007086	-0.068892	1.173128	0.503122	-1.094647	-0.429231	-0.809177
cell_002299	donor_169	-2.152247	2.018266	-0.425285	0.457439	M	2.39523	0.02485	-0.028594	0.004134	0.021892	0.007086	-0.068892	0.507731	-0.44957	-1.412798	0.584707	1.263259
cell_002300	donor_169	0.141095	0.571449	0.726129	0.457439	M	1.672503	0.03267	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.178672	0.1204	-1.506301	-2.059238	-1.849084
cell_002301	donor_169	0.273884	0.997385	0.519071	0.457439	M	2.817335	0.0256	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.044722	-0.307942	0.546233	-0.197653	0.987762
cell_002302	donor_169	1.760881	0.522328	1.964636	0.457439	M	2.534937	0.02232	-0.028594	0.004134	0.021892	0.007086	-0.068892	0.872267	-0.32246	-1.003439	-1.916161	1.433569
cell_002303	donor_169	0.901079	-1.805750	2.611103	0.457439	M	2.635029	0.03464	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.942526	-1.496434	0.129857	-1.487541	0.128851
cell_002304	donor_169	-0.574344	1.495544	0.026793	0.457439	M	2.353775	0.01432	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.336311	0.923679	0.836696	1.103323	0.206262
cell_002305	donor_169	1.061090	-0.688479	0.625745	0.457439	M	1.631367	0.02529	-0.028594	0.004134	0.021892	0.007086	-0.068892	-0.85834	-1.036886	-0.530697	1.994275	-0.249188
cell_002306	donor_169	-0.253191	1.579003	0.438668	0.457439	M	1.336263	0.01191	-0.028594	0.004134	0.021892	0.007086	-0.068892	0.161015	1.518596	0.254613	-0.748651	0.730158
cell_002307	donor_170	0.935943	-2.164077	-0.085573	2.172707	M	2.598118	0.04178	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.428476	0.289125	0.512157	-0.494305	0.186372
cell_002308	donor_170	0.410552	0.223615	0.961157	2.172707	M	1.400173	0.03478	0.017401	0.01863	-0.006024	0.019767	0.012559	1.600046	-0.626535	1.316893	-0.590497	1.802069
cell_002309	donor_170	-0.365904	0.048787	1.181227	2.172707	M	2.633954	0.02138	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.855486	-0.393856	1.508256	1.552233	0.818427
cell_002310	donor_170	-2.278689	0.589351	-0.333885	2.172707	M	2.267846	0.03074	0.017401	0.01863	-0.006024	0.019767	0.012559	-1.08185	0.082409	0.001249	-0.855813	0.696837
cell_002311	donor_170	-0.912318	0.336544	1.227451	2.172707	M	1.969499	0.02559	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.776693	-1.290589	-1.620868	1.712295	-0.510483
cell_002312	donor_170	1.039144	-0.135113	0.875741	2.172707	M	2.176819	0.05288	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.489505	-1.03067	1.367925	-1.38025	-1.204134
cell_002313	donor_170	0.868068	-0.087371	-0.693081	2.172707	M	2.186116	0.02118	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.321828	-0.021567	0.658635	-0.675595	1.544334
cell_002314	donor_170	-0.635234	0.837853	-0.042147	2.172707	M	1.919036	0.0427	0.017401	0.01863	-0.006024	0.019767	0.012559	-0.668788	-1.008581	-1.103775	-0.773891	-1.168542
cell_002315	donor_170	-1.046182	-1.684863	0.831831	2.172707	M	2.570275	0.0159	0.017401	0.01863	-0.006024	0.019767	0.012559	0.750905	-1.000842	-0.132829	-1.029549	-1.174461
cell_002316	donor_170	-0.546778	0.330388	1.239707	2.172707	M	2.55656	0.04628	0.017401	0.01863	-0.006024	0.019767	0.012559	1.106537	1.602776	1.269001	-1.471336	-1.332587
cell_002317	donor_171	-1.308924	-0.045137	-0.170694	0.27819	M	2.062264	0.05075	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	1.978379	-0.254333	-1.374795	1.082237	0.067385
cell_002318	donor_171	0.379743	1.239160	-1.329452	0.27819	M	1.760002	0.05169	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	0.569497	-2.23789	-0.326275	0.948803	-0.640362
cell_002319	donor_171	0.569798	1.031524	-0.186377	0.27819	M	2.522382	0.05942	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	1.235	-1.316755	-0.11258	1.644921	-1.150859
cell_002320	donor_171	-0.137447	0.418449	0.344817	0.27819	M	1.190976	0.03585	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	0.271477	0.5851	0.091404	-0.250048	-0.876318
cell_002321	donor_171	0.582353	0.561281	-0.981972	0.27819	M	2.177557	0.05476	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	0.196546	-0.102657	-1.436295	1.099847	-0.910051
cell_002322	donor_171	0.990266	1.166783	0.186083	0.27819	M	2.29583	0.06248	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	-1.410316	-0.595682	-0.89272	-0.258241	-1.242451
cell_002323	donor_171	-1.494155	-0.114746	0.194406	0.27819	M	1.668659	0.00756	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	0.447971	1.381051	0.105865	-1.444286	-0.91322
cell_002324	donor_171	-1.144600	-0.360138	-1.409369	0.27819	M	2.389514	0.01794	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	0.22128	-1.966954	-1.232782	-1.647504	0.115429
cell_002325	donor_171	0.607292	0.165955	-1.645783	0.27819	M	1.989446	9e-05	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	2.162179	-1.260988	0.81633	-0.563876	-1.320173
cell_002326	donor_171	0.351465	-0.056509	0.516414	0.27819	M	1.78172	0.05122	-0.01371	0.025426	-0.02535	-0.001145	-0.00314	1.564129	2.159844	0.411863	0.362511	0.062271
cell_002327	donor_172	-0.391532	-0.801479	-0.770845	-1.912243	M	2.385289	0.00017	-0.016509	0.006076	0.026207	0.024955	0.014473	-0.148246	0.340079	0.676118	1.663341	-0.522733
cell_002328	donor_172	-0.538170	0.018825	0.147958	-1.912243	M	1.565726	0.0056	-0.016509	0.006076	0.026207	0.024955	0.014473	0.127387	-0.088452	1.024062	2.400081	1.058564
cell_002329	donor_172	-0.190720	-0.423320	-0.351403	-1.912243	M	2.347677	0.00805	-0.016509	0.006076	0.026207	0.024955	0.014473	0.798244	0.907874	1.267423	2.414447	-1.685385
cell_002330	donor_172	2.507725	-0.770725	-0.557972	-1.912243	M	1.207062	0.00477	-0.016509	0.006076	0.026207	0.024955	0.014473	0.599595	-2.58121	0.951354	0.551038	-0.546827
cell_002331	donor_172	3.293854	0.421013	-1.379981	-1.912243	M	2.114282	0.03544	-0.016509	0.006076	0.026207	0.024955	0.014473	-2.670031	-0.014395	0.222842	-0.063108	-0.621428
cell_002332	donor_172	0.842687	-0.910039	0.909062	-1.912243	M	2.017538	0.00831	-0.016509	0.006076	0.026207	0.024955	0.014473	-0.896789	-0.051785	-0.801877	0.8093	-0.078703
cell_002333	donor_172	-0.210962	-0.439796	1.609165	-1.912243	M	1.784122	0.00381	-0.016509	0.006076	0.026207	0.024955	0.014473	-1.724666	0.176699	0.414191	1.617988	0.928139
cell_002334	donor_172	0.566401	0.972989	0.434920	-1.912243	M	2.15585	0.02916	-0.016509	0.006076	0.026207	0.024955	0.014473	-0.898691	1.425826	-1.386032	0.028167	0.754068
cell_002335	donor_172	-0.444445	0.611354	1.209215	-1.912243	M	1.968172	0.03034	-0.016509	0.006076	0.026207	0.024955	0.014473	1.458695	1.888901	1.274724	-0.136615	0.579672
cell_002336	donor_172	0.134738	1.801643	0.850487	-1.912243	M	2.421878	0.0074	-0.016509	0.006076	0.026207	0.024955	0.014473	0.224404	-0.709435	-0.115625	1.79782	0.646162
cell_002337	donor_173	0.211983	0.251487	0.137237	1.163019	F	2.22406	0.01573	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	2.059368	-1.082499	-0.381558	0.415258	0.742358
cell_002338	donor_173	-1.251239	-0.090072	0.221186	1.163019	F	2.181078	0.02851	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-0.116784	0.800501	0.792958	-1.387923	0.753442
cell_002339	donor_173	-0.416085	0.337677	0.021307	1.163019	F	2.116744	0.02286	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	1.073264	0.296155	-1.839961	-0.276836	0.43794
cell_002340	donor_173	0.773692	0.663112	0.167153	1.163019	F	1.811133	0.02341	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-0.865705	0.918308	0.72959	0.134487	0.01744
cell_002341	donor_173	-1.367213	1.790723	-0.141891	1.163019	F	1.879279	0.05359	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	0.192886	-0.00406	-1.285487	-0.430107	0.072476
cell_002342	donor_173	-0.080886	-0.342521	-0.488412	1.163019	F	2.099286	0.07293	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	1.418603	0.692044	1.472318	-1.404955	-0.356177
cell_002343	donor_173	1.544058	1.386044	0.444393	1.163019	F	1.930656	0.02373	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	2.073858	-0.742968	-0.762928	-0.271755	2.018112
cell_002344	donor_173	-0.107500	0.619118	0.073797	1.163019	F	2.444581	0.00356	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-0.671524	0.557484	0.392034	-1.928489	-0.015677
cell_002345	donor_173	-0.190223	0.338106	-0.441158	1.163019	F	2.03738	0.02531	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-0.552925	0.677972	1.73907	-0.344548	-0.344591
cell_002346	donor_173	0.252264	0.204221	0.602936	1.163019	F	2.150387	0.03389	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	2.517828	-0.711542	-1.343002	1.377572	-0.050634
cell_002347	donor_173	-0.619137	0.710136	-0.906311	1.163019	F	1.438926	0.02893	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	0.283319	2.231506	-1.402979	-0.195462	-1.236269
cell_002348	donor_173	-0.572567	-0.528925	-1.072052	1.163019	F	2.377292	0.04221	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	0.335183	-0.553004	-1.172938	0.732277	0.010329
cell_002349	donor_173	1.015662	-0.969052	-0.698916	1.163019	F	1.767531	0.07424	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-1.251632	-1.190363	0.207808	-1.670774	0.227484
cell_002350	donor_173	1.255408	-0.570583	-0.188143	1.163019	F	1.582939	0.00426	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	1.339557	0.66706	-0.623325	0.27434	-1.251576
cell_002351	donor_173	-1.012029	0.832951	0.846736	1.163019	F	2.658474	0.01986	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	0.136284	-0.32685	-1.039351	0.623717	-1.977474
cell_002352	donor_173	0.738946	0.537530	0.073589	1.163019	F	2.279049	0.06082	-0.033918	-0.026719	0.003323	-0.000685	-0.009962	-1.185813	-1.065581	-0.504808	1.299337	0.75426
cell_002353	donor_174	-0.524377	-0.814969	1.289906	-0.203871	M	2.390838	0.01956	0.038106	0.002117	0.010848	0.019758	0.001099	0.105312	0.058164	-0.011757	1.371825	-1.815688
cell_002354	donor_174	0.764804	-0.693304	0.039832	-0.203871	M	2.181798	0.04579	0.038106	0.002117	0.010848	0.019758	0.001099	0.771558	-0.508194	0.50299	0.507776	0.733245
cell_002355	donor_174	-0.300115	-1.128211	0.177651	-0.203871	M	1.96274	0.04262	0.038106	0.002117	0.010848	0.019758	0.001099	1.583647	-1.371035	1.005445	-0.063855	-0.460856
cell_002356	donor_174	-0.415493	-0.952537	-1.479133	-0.203871	M	1.888158	0.05474	0.038106	0.002117	0.010848	0.019758	0.001099	2.033762	0.701911	-0.417205	0.957312	-0.046058
cell_002357	donor_174	-1.563804	-0.371426	-0.085095	-0.203871	M	2.311644	0.06827	0.038106	0.002117	0.010848	0.019758	0.001099	-0.432885	-0.606087	0.304563	-0.613872	0.155429
cell_002358	donor_174	-0.875301	0.650739	-0.065547	-0.203871	M	2.453008	0.03666	0.038106	0.002117	0.010848	0.019758	0.001099	0.887016	0.110511	1.976501	0.013206	1.349039
cell_002359	donor_174	0.576885	-0.182911	-0.787118	-0.203871	M	1.972727	0.00492	0.038106	0.002117	0.010848	0.019758	0.001099	0.976295	1.525301	1.972104	-1.761337	0.265164
cell_002360	donor_174	0.114118	-1.262675	0.539439	-0.203871	M	2.829017	0.01599	0.038106	0.002117	0.010848	0.019758	0.001099	-0.111869	0.111433	-0.3974	-0.543457	-1.099588
cell_002361	donor_174	-0.937149	0.918233	-0.338456	-0.203871	M	1.921073	0.07372	0.038106	0.002117	0.010848	0.019758	0.001099	0.097383	0.934015	-0.493695	-0.328508	-0.698073
cell_002362	donor_174	1.062534	-1.122623	-0.677770	-0.203871	M	1.442397	0.00172	0.038106	0.002117	0.010848	0.019758	0.001099	-0.994351	-0.236144	0.343216	1.257346	-1.192103
cell_002363	donor_174	0.380935	1.170497	1.666609	-0.203871	M	1.311391	0.03994	0.038106	0.002117	0.010848	0.019758	0.001099	-0.030385	1.178137	-1.178838	1.267016	-0.438954
cell_002364	donor_174	0.041366	1.837746	-0.289665	-0.203871	M	1.32489	0.02029	0.038106	0.002117	0.010848	0.019758	0.001099	0.711338	-0.218067	0.458749	1.60904	-0.121414
cell_002365	donor_174	1.098768	-0.942181	0.420201	-0.203871	M	1.834475	0.00298	0.038106	0.002117	0.010848	0.019758	0.001099	0.9965	0.274637	-0.78602	-0.145587	-0.208104
cell_002366	donor_174	-2.341693	-1.121591	0.466677	-0.203871	M	1.907193	0.04774	0.038106	0.002117	0.010848	0.019758	0.001099	-1.411809	0.459038	0.657971	0.812391	1.42979
cell_002367	donor_174	-1.312439	0.426950	0.906458	-0.203871	M	2.27304	0.03072	0.038106	0.002117	0.010848	0.019758	0.001099	0.953925	-0.603027	-0.390201	0.838758	0.389708
cell_002368	donor_175	-0.501320	-0.968953	-0.474187	2.011925	F	1.988557	0.02247	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-0.017826	-0.874721	-0.530717	0.582809	-1.950847
cell_002369	donor_175	-0.965812	-0.101214	0.102091	2.011925	F	2.337348	0.01371	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-2.339969	0.693377	-0.53348	0.468537	1.576672
cell_002370	donor_175	-0.306010	1.674359	-0.719404	2.011925	F	2.017957	0.00993	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-1.013066	-1.669593	-0.276398	-0.6848	-0.025359
cell_002371	donor_175	1.391433	-1.041239	0.072778	2.011925	F	2.005409	0.04387	0.051821	-0.018807	-0.012121	-0.018857	0.031253	0.538033	0.326694	0.046252	1.058159	0.6707
cell_002372	donor_175	1.183105	1.131357	-0.420258	2.011925	F	1.768994	0.02434	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-0.181399	0.635249	-1.545614	1.063749	0.02219
cell_002373	donor_175	0.555070	0.421179	-0.539939	2.011925	F	2.569035	0.00044	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-1.200679	-0.416638	1.03754	-0.767659	0.410598
cell_002374	donor_175	0.615950	1.862492	0.471701	2.011925	F	1.387406	0.0306	0.051821	-0.018807	-0.012121	-0.018857	0.031253	0.878777	0.024438	-0.864593	-0.063903	-1.409392
cell_002375	donor_175	0.566356	0.672155	-1.460977	2.011925	F	2.120524	0.04162	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-0.488656	-1.107229	-0.046909	-1.269313	0.083419
cell_002376	donor_175	0.460225	-1.016760	-0.589887	2.011925	F	1.92734	0.02599	0.051821	-0.018807	-0.012121	-0.018857	0.031253	1.13287	1.195665	-1.245443	-0.666097	0.852765
cell_002377	donor_175	2.161942	-0.253262	-0.740174	2.011925	F	2.312702	0.03232	0.051821	-0.018807	-0.012121	-0.018857	0.031253	0.704044	-0.615201	-0.48647	0.082265	-1.833293
cell_002378	donor_175	1.152583	-0.947677	-0.447419	2.011925	F	1.991668	0.03076	0.051821	-0.018807	-0.012121	-0.018857	0.031253	0.525331	1.083071	-0.389112	-1.419219	1.412614
cell_002379	donor_175	1.249052	0.042768	-1.561597	2.011925	F	2.003457	0.01586	0.051821	-0.018807	-0.012121	-0.018857	0.031253	0.219429	0.70896	-1.321133	-1.317481	0.414121
cell_002380	donor_175	0.543990	-0.396466	1.539851	2.011925	F	1.893344	0.03109	0.051821	-0.018807	-0.012121	-0.018857	0.031253	1.027565	-1.129238	-0.101802	-1.587223	-0.701561
cell_002381	donor_175	-0.606187	1.051226	1.775698	2.011925	F	2.557303	0.0447	0.051821	-0.018807	-0.012121	-0.018857	0.031253	-0.257024	0.488805	-2.105776	1.320399	-0.170549
cell_002382	donor_175	-0.850943	-0.193213	0.388625	2.011925	F	2.000962	0.05069	0.051821	-0.018807	-0.012121	-0.018857	0.031253	1.294387	0.698697	0.8523	2.020296	-0.781615
cell_002383	donor_176	-0.857346	0.270295	-0.224920	1.470924	F	2.78786	0.04581	0.016042	-0.010883	-0.017278	0.027698	0.007234	0.135443	-0.990708	-0.102209	0.720095	1.127336
cell_002384	donor_176	-0.245068	0.048938	0.071265	1.470924	F	2.108899	0.0165	0.016042	-0.010883	-0.017278	0.027698	0.007234	-0.38226	-1.204786	0.073306	-0.852168	-0.57788
cell_002385	donor_176	0.163881	-0.598826	-0.555172	1.470924	F	2.008704	0.04272	0.016042	-0.010883	-0.017278	0.027698	0.007234	0.671733	0.48563	0.834202	-0.337219	1.008974
